      54
      48      49      53      54      54      50      51      53      54      52
      45      43      44      47      51      52      51      50      50      52
      53      54      55      54      54      54      54      57      58      59
      59      61      61      60      61      62      64      66      70      78
     100     109     146     239     381     501     512     487     474     587
     751     818     743     597     475     380     296     236     192     156
     115      81      71      65      63      61      58      58      59      60
      60      60      60      61      62      64      75      76      77      76
      69      65      65      62      59      57      55      53      52      54
      55      56      56      55      50      48      50      52      54      50
      51
      49      51      52      53      48      45      46      53      54      49
      46      44      43      51      54      53      52      51      51      52
      53      54      55      53      53      54      55      57      58      55
      56      66      65      61      60      62      66      67      68      77
      90      99     122     198     303     445     540     545     523     571
     683     744     691     551     466     376     297     238     177     142
     124     109      89      67      55      56      56      57      58      63
      64      64      63      63      62      63      83      84      82      88
      91      82      70      66      62      55      52      52      54      55
      55      56      55      53      48      46      50      51      49      49
      52
      49      50      51      52      53      52      51      56      55      54
      54      52      52      53      54      54      54      54      55      55
      55      53      50      50      51      54      55      56      56      55
      55      59      58      57      58      62      69      69      66      64
      73      94     114     154     243     400     546     578     556     589
     689     723     661     537     472     438     372     303     241     179
     155     139     110      73      54      54      56      60      60      62
      69      71      68      66      64      64      83      91      88      83
      84      83      77      73      69      64      60      57      56      57
      57      57      56      55      52      49      49      49      49      51
      53
      54      53      49      50      56      57      58      58      54      54
      54      53      53      53      53      54      55      55      55      56
      53      51      50      51      55      56      56      57      57      57
      54      54      55      55      56      66      69      69      69      71
      73      82     101     142     200     313     441     526     549     688
     820     829     670     492     464     524     543     471     367     259
     197     165     139      98      66      61      61      63      66      67
      68      70      71      75      85      81      81      84      82      81
      82      87      85      81      80      76      69      65      63      61
      59      59      58      54      48      48      50      50      49      50
      52
      56      48      48      55      59      59      59      57      54      54
      53      53      52      52      53      54      54      55      55      53
      52      51      51      51      53      55      56      57      59      59
      58      57      56      55      56      59      63      66      68      70
      71      75      87     119     155     231     357     472     560     730
     891     889     655     451     384     447     551     557     489     364
     247     172     152     140     105      81      75      71      66      66
      66      67      70      78      93     101      97      85      70      68
      71      77      80      82      81      76      73      71      68      61
      59      59      57      55      45      46      48      49      50      51
      56
      54      51      49      52      54      56      55      55      54      55
      51      49      50      50      52      53      54      54      52      52
      53      53      53      56      57      58      58      57      58      58
      55      55      57      58      59      65      68      68      68      67
      68      70      78      97     127     171     266     380     523     734
     874     868     694     503     365     325     391     473     494     411
     272     190     158     175     143      80      68      69      64      59
      60      61      63      69      77      90      97      93      77      73
      72      73      75      78      79      78      76      63      64      64
      64      62      59      55      51      49      49      54      53      53
      53
      57      54      53      52      53      53      53      53      53      54
      53      52      51      51      51      52      52      52      52      52
      54      55      55      56      57      58      58      57      56      56
      55      55      59      59      59      63      68      69      68      67
      67      68      72      77      89     117     187     319     535     693
     793     898     863     660     445     316     297     352     422     432
     322     211     156     163     154      92      65      63      62      60
      59      60      63      64      59      70      79      84      82      75
      70      71      74      76      77      72      64      60      61      67
      67      66      64      56      54      53      52      56      55      55
      54
      60      58      55      53      53      53      53      53      53      53
      55      56      55      54      53      52      51      51      52      54
      57      58      59      58      57      59      59      58      53      54
      61      60      60      58      52      56      70      70      69      68
      68      68      70      73      77      85     122     206     383     507
     637     881     995     791     499     359     312     292     335     394
     354     223     156     155     131      84      69      64      61      57
      54      56      65      71      67      66      70      72      73      71
      60      59      62      69      71      67      64      62      65      66
      67      64      59      57      55      55      55      56      56      55
      55
      63      62      56      55      58      59      59      57      55      55
      56      56      56      56      51      49      49      53      53      54
      56      56      57      57      58      58      59      58      52      52
      63      62      59      57      54      59      67      69      69      69
      69      68      69      69      71      87     106     130     200     305
     426     629     849     789     531     367     314     305     332     388
     364     254     163     145     122      91      78      73      69      65
      61      60      62      65      65      66      66      66      62      61
      60      60      61      67      68      65      64      63      64      65
      66      65      63      60      58      57      55      55      55      55
      55
      63      62      59      59      59      58      58      57      57      56
      56      57      56      56      54      54      53      56      60      62
      58      52      53      56      57      57      57      55      53      58
      60      61      61      62      63      63      65      69      70      72
      71      72      72      71      70      75      87     104     129     165
     227     339     539     664     532     360     298     299     322     362
     348     252     159     138     107      91      82      77      74      69
      66      64      62      63      64      64      63      63      62      62
      65      71      72      72      71      66      61      61      59      58
      60      61      61      60      59      58      56      56      55      55
      55
      58      58      60      60      57      57      57      57      57      57
      57      56      55      55      55      55      51      51      57      59
      59      56      54      55      55      53      54      56      61      62
      56      55      57      59      60      62      64      68      69      79
      79      78      77      75      78      77      77      83      95     112
     137     176     255     379     402     315     244     210     229     267
     273     228     144     112     103      87      84      82      79      70
      68      65      62      62      63      64      64      64      64      63
      64      68      71      73      74      71      62      57      54      55
      58      60      61      61      61      60      59      57      56      56
      56
      58      59      60      61      55      54      54      55      57      59
      57      56      53      53      53      51      51      54      56      57
      56      57      59      58      57      52      51      54      57      59
      58      58      63      62      62      63      68      69      70      74
      79      81      82      82      82      81      80      81      85      95
     108     114     125     163     193     192     158     133     140     163
     176     174     131      95      81      76      78      86      84      74
      71      68      66      68      69      68      67      65      64      63
      62      64      67      72      81      80      74      68      65      84
      80      68      65      70      72      68      60      56      54      55
      59
      60      59      59      58      56      51      52      54      62      64
      56      54      53      51      51      51      53      54      55      55
      55      56      60      60      56      54      53      56      60      61
      63      65      65      64      63      61      67      68      69      70
      77      79      81      81      81      81      79      79      81      85
      87      89      88      93     101     104     107     109     110     116
     115     109      99      74      69      72      85      87      86      75
      65      64      64      65      66      67      66      63      63      64
      65      66      68      73      76      76      75      72      72      70
      69      70      72      72      66      64      62      59      57      57
      66
      60      60      59      53      50      50      50      54      58      61
      58      56      54      53      52      56      56      56      55      55
      55      55      53      51      52      57      58      59      60      60
      61      65      67      70      72      73      73      74      72      72
      74      76      78      76      76      76      74      75      76      78
      80      74      75      79      85      88      86      87      89      90
      84      84      87      82      71      71      81      84      81      76
      67      65      64      64      64      63      65      65      65      65
      65      65      67      69      78      85      78      66      57      57
      59      62      65      67      67      66      65      63      57      56
      58
      59      59      59      57      55      53      57      61      60      60
      58      56      54      53      53      56      57      56      56      55
      55      56      58      57      55      56      57      58      58      59
      59      61      64      67      70      72      72      73      73      73
      74      75      75      75      75      73      71      72      72      74
      74      74      74      77      80      83      80      81      82      82
      82      73      74      74      68      69      76      78      78      70
      68      64      61      62      66      67      67      68      67      66
      66      68      69      71      81      86      76      67      59      58
      58      59      60      62      65      69      68      55      54      54
      55
      58      63      62      60      58      59      60      62      62      61
      60      59      57      55      55      56      57      58      64      63
      62      62      59      52      53      54      55      57      58      59
      60      65      66      67      69      70      71      72      72      73
      73      74      75      74      71      69      70      71      72      72
      73      73      74      75      75      76      77      78      80      78
      73      70      71      72      70      70      73      75      72      70
      69      67      65      67      67      68      70      70      69      68
      67      67      68      68      64      64      64      61      60      60
      61      61      61      61      63      64      63      58      56      56
      56
      56      64      64      62      60      60      60      63      63      62
      62      60      59      58      57      57      57      59      64      64
