Time (UT), 	 6-12 keV, 	 12-25 keV, 	 25-50 keV, 	 50-100 keV, 	 Attenuator State, 	 Eclipse State 
2011-02-15T02:26:28.000,	688.0,	214.4,	133.76,	90.4,	1.0,	0.0
2011-02-15T02:26:32.000,	688.0,	216.0,	136.0,	92.0,	1.0,	0.0
2011-02-15T02:26:36.000,	688.0,	208.0,	136.0,	92.0,	1.0,	0.0
2011-02-15T02:26:40.000,	592.0,	184.0,	136.0,	92.0,	1.0,	0.0
2011-02-15T02:26:44.000,	624.0,	192.0,	144.0,	96.0,	1.0,	0.0
2011-02-15T02:26:48.000,	656.0,	200.0,	144.0,	92.0,	1.0,	0.0
2011-02-15T02:26:52.000,	560.0,	176.0,	144.0,	88.0,	1.0,	0.0
2011-02-15T02:26:56.000,	592.0,	192.0,	152.0,	96.0,	1.0,	0.0
2011-02-15T02:27:00.000,	528.0,	168.0,	152.0,	96.0,	1.0,	0.0
2011-02-15T02:27:04.000,	592.0,	184.0,	152.0,	104.0,	1.0,	0.0
2011-02-15T02:27:08.000,	560.0,	176.0,	152.0,	104.0,	1.0,	0.0
2011-02-15T02:27:12.000,	592.0,	184.0,	168.0,	104.0,	1.0,	0.0
2011-02-15T02:27:16.000,	560.0,	184.0,	160.0,	108.0,	1.0,	0.0
2011-02-15T02:27:20.000,	560.0,	184.0,	168.0,	108.0,	1.0,	0.0
2011-02-15T02:27:24.000,	592.0,	184.0,	176.0,	108.0,	1.0,	0.0
2011-02-15T02:27:28.000,	16.0,	5.0,	4.0,	2.0,	1.0,	0.0
2011-02-15T02:27:32.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:27:36.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:27:40.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:27:44.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:27:48.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:27:52.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:27:56.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:28:00.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:28:04.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:28:08.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:28:12.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:28:16.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:28:20.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:28:24.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:28:28.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:28:32.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:28:36.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:28:40.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:28:44.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:28:48.000,	0.0,	0.0,	0.0,	0.0,	1.0,	0.0
2011-02-15T02:28:52.000,	0.0,	0.0,	0.0,	0.0,	1.0,	1.0
